Brand,video-title,account,date,Views,Likes,ER,duration,sentiment-title,video-promoted
Torriden,"Phụ nữ thích nhất được khen trẻ trung xinh đẹp, nên tui chia sẻ cái này xong mấy bà phải thử liền nha. Không phải tự nhi...",@torriden.vietnam,31-Oct,3288,4,4.80%,0:01:36,Positive,Promoted
Torriden,Chăm da sớm để trẻ lâu nháaaa  #torridenvn #lipessence#kemduong #sanchacda#skincare,@hhnguien_,10-Nov,4200,200,5.10%,0:01:05,Positive,Organic
Torriden,Dưỡng môi sắp launch của @Torriden VN #torridenvn #cellmazinglipessence #kskincare #viral #xh,@nguoidephaydoi.04,11-Nov,2000,94,5.30%,0:00:33,Positive,Organic
Torriden,Chăm sóc đôi môi cho mùa đônggg #fyp #lylinhd #torridenvn #cellmazinglipessence #kskincare,@lylinhdreview,15-Nov,285,15,5.30%,0:00:50,Neutral,Organic
Torriden,Đếm ngược 3 ngày tới buổi BVKL 🥹🥹 #dtqa #torridenvn #poreampoule #firmingcream #kskincare,@dtqaaa_,18-Nov,875,54,6.40%,0:01:28,Neutral,Organic
Torriden,Chăm da là đầu tư dài hạn. Đừng đợi da hư mới chữa 🍃 #torridenvn #poreampoule #diveinsoothingcream #kskincare,@bymylinh,10-Nov,325,19,6.50%,0:00:37,Neutral,Organic
Torriden,thử bí quyết chăm da của ghệ điẹp Giselle ✨ #torridenvn #poreampoule #firmingcream #kskincare #aespagiselle,@tina.n610,18-Nov,421,23,6.70%,0:01:45,Positive,Organic
Torriden,Thấy là Thích - Pick là Trend với em serum Torriden Hồng nè  #NewArrivalWeek #ThayLaThichPickLaTrend #torridenvn,@thaooanh03,20-Oct,9800,658,6.80%,0:01:12,Neutral,Promoted
Torriden,lọt top son dưỡng iu thích 2025 của tui rùiii #torriden #torridenvn #cellmazinglipessence #kskincare,@kei.miii,13-Nov,478,32,6.90%,0:00:26,Neutral,Organic
Torriden,Mùa đông này nhất định các bác thử tone đỏ này đi 🍎✨ #torridenvn #toneupsuncreampurple #poreampoule #SkinCare #makeuptu...,@dn_anh__,12-Nov,261,15,6.90%,0:02:48,Positive,Organic
Torriden,ตัวนี้หน้าชุ่มชื้นมาก  กระชับรูขุมขนด้วย##serumtorriden##torriden##torridenthailand##torridenvn##torridendiveinserum,@tithipppi83,13-Nov,235,12,7.20%,0:00:10,Positive,Promoted
Torriden,"Môi mềm mượt, căng mọng suốt cả ngày! 🌟 #torridenvn #cellmazinglipessence #kskincare #fyp #CapCut",@phliih,12-Nov,366,27,7.40%,0:00:38,Positive,Organic
Torriden,Thật sự là dùng mỗi ngày 😘💫  #torridenvn #toneupsuncreampurple #poreampoule #kskincare,@kpoet._,18-Nov,505,38,7.50%,0:00:33,Positive,Organic
Torriden,Combo “ngăn già” cho da U30 nè cả nhà ơiiii 🤩🤩😭 #vit_skincare #torridenvn #poreampoule #firmingcream #kskincare,@vit_skincareee,10-Nov,424,31,7.50%,0:00:27,Positive,Organic
Torriden,Trung bình sinh viên Học viện Ngoại giao mỗi mùa thi cử 🥹📚 #dailyvlog __________________________________#torridenvn #p...,@vievlog_,15-Nov,1800,130,7.60%,0:01:37,Positive,Organic
Torriden,Bộ đôi chăm da cho routine skincare buổi sáng nhẹ nhàng  #torridenvn #toneupsuncreampurple #poreampoule #kskincare #skin...,@hieuxduc,15-Nov,3400,261,7.80%,0:00:43,Neutral,Organic
Torriden,Tui chấm tùm lum làm màu dị đó :)) chứ mấy bà chấm vừa đủ là ok rồi nha 😍 #torridenvn #lipessence#kemduong #sanchacda#S...,@uyenhanna2810,15-Nov,94400,7400,7.90%,0:02:03,Positive,Organic
Torriden,"ê công nhận dùng ẩm thiệt, bôi hơn 12 tiếng vẫn còn ẩm, còn ko bị nặng môi ấy 🌟không reup dưới mọi hình thức, kể cả có ...",@melon.skincaree,13-Nov,6600,503,8.00%,0:00:24,Positive,Organic
Torriden,đón đông tự tin cùng #torridenvn #poreampoule #diveinsoothingcream #kskincare,@jellybabisohn,7-Nov,317,24,8.50%,0:00:40,Positive,Organic
Torriden,Bí kíp dưỡng môi căng bóng như gái Hàn 🤗🤗 ngoài Bắc mùa này là cần lắm luôn 🥹.  #torridenvn #cellmazinglipessence #ks...,@nellydapink_,13-Nov,1800,157,9.00%,0:00:54,Positive,Organic
Torriden,một buổi sáng trong tuần của tui có gì 🌥️☁️🩵 #xuhuong #torridenvn #poreampoule #firmingcream #kskincare,@_thecamlee,16-Nov,548,51,10.60%,0:01:09,Positive,Organic
Torriden,"Lỗ chân lông sẽ không còn là điều lo ngại nữa, nếu mấy bà dùng em này thường xuyên, TORRIDEN quá xuất sắc rồi. Thấy là T...",@nina.ngaa,21-Oct,132200,14300,11.00%,0:01:04,Neutral,Promoted
Torriden,Món nào mới là tui fomo liền  #torridenvn #cellmazinglipessence #kskincare,@herilamreview,13-Nov,492,50,11.00%,0:00:42,Positive,Organic
Torriden,dùng em kem chống nắng tím này coi như skip luôn đc bước nền🥹✨ #torridenvn #toneupsuncreampurple #poreampoule #kskincar...,@lifeofrachael_,13-Nov,264,22,11.00%,0:01:21,Positive,Organic
Torriden,trộm zía siêng up vê lốc quá trời mà hỏng ai coi ☺️   #torridenvn #toneupsuncreampurple #poreampoule #kskincare #Vlog,@vyhocbai._,12-Nov,587,73,12.40%,0:01:01,Negative,Organic
Torriden,Bộ đôi 3 trong 1 của @Torriden VN êm qa 😚✨  #torridenvn #poreampoule #firmingcream #kskincare,@sorinee03,10-Nov,196,24,13.30%,0:00:32,Positive,Organic
Torriden,thử tip chống lão hoá theo Hàn Quốc ✨ #fyp #viral #positivemoments #torridenvn #SkinCare,@chiilnnh,6-Nov,4700,644,13.80%,0:00:41,Positive,Organic
Torriden,2 bước để khuôn mặt tươi tắn hơn 🐨 #torridenvn #toneupsuncreampurple #poreampoule #kskincare #kbeauty,@imojuli,17-Nov,314,42,14.30%,0:00:24,Positive,Organic
Torriden,Serum hồng nhà Torriden dùng thích lắm nha ✨🌷#torridenvn #cellmazing #poreampoule #reviewlamdep,@yanna.lty,20-Oct,3100,227,14.60%,0:00:48,Neutral,Promoted
Torriden,Nhắc tới Torriden thì sao mà thiếu combo này được #torridenvn #poreampoule #firmingcream #kskincare #torriden,@_lolemday,18-Nov,4100,639,15.90%,0:01:12,Neutral,Organic
Torriden,Vài phút mỗi ngày cùng Bi nha ❤️ #torriden #torridenkorea #serum #serumha #serumduongda #serumtorriden #torridenvn #kemd...,@torriden.vietnam,18-Nov,157,0,16.60%,0:01:31,Positive,Promoted
Torriden,"ê thik kem dưỡng săn chắc da này vaz, dùng để massage bao đã lun ấy😮 #1mixinhxinh #torridenvn #poreampoule #firmingcrea...",@1mixinhxinh_,18-Nov,7500,1300,17.80%,0:01:55,Positive,Organic
Torriden,Serum Torriden - Có ai đang mê em Torriden này như tui hem? #torriden #torridenkorea #torridenvn #serum #serumha #serumd...,@torriden.vietnam,4-Nov,7200,1500,21.20%,0:00:58,Neutral,Promoted
Torriden,"Cảm nhận cá nhân: Công ty tui ai cũng xài, nên tui xài theo thôi =)))) hôm nào đi ra đường nhiều, tui sẽ xài em này trướ...",@poeahhhh,7-Nov,1500,117,22.00%,0:00:47,Positive,Organic
Torriden,"Kem chống nắng và ampoule Torriden*~ tui mới thêm 2 ẻm vào bst Torriden của tui =)) vì dùng siêu thích, êm da, quan trọn...",@tudobancan,7-Nov,335,66,27.50%,0:00:31,Positive,Organic
Torriden,Bộ đôi dưỡng da của Torriden @Torriden VN cho bạn nào sợ mụn ẩn hoặc da dầu như tui quá mê lun é #torridenvn #poreampoul...,@vanismay,17-Nov,149,32,30.20%,0:00:42,Positive,Organic
